url,wine_points,wine_name,wine_desc,taster,price,designation,variety,appellation,winery,alcohol,bottle size,category,importer,date published,user avg rating
https://www.winemag.com/buying-guide/hacienda-plata-2010-zagal-malbec-mendoza/,82.0,Hacienda del Plata 2010 Zagal Malbec (Mendoza),"Mulchy, leafy aromas lead to a pinchy palate with salty, hard berry flavors that lack cushion. This is a rough wine with saltiness and bitterness on the finish.",Michael Schachner,14.0,Zagal,Malbec,"Mendoza, Mendoza Province, Argentina",Hacienda del Plata,14.5%,750 ml,Red,ARGCA Imports,8/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/kuleto-estate-2002-zinfandel-napa-valley/,90.0,Kuleto Estate 2002 Zinfandel (Napa Valley),"Quite successful, with its complex array of pepper, cherry, mocha and vanilla aromas and flavors and rich, sweet tannins. Has the finesse of a Cabernet, with Zin's wild, spicy edge. The elaborate finish is sweet and very long.",,28.0,,Zinfandel,"Napa Valley, Napa, California, US",Kuleto Estate,,750ML,Red,,12/31/2004,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/murphy-goode-2000-robert-young-reserve-merlot-sonoma-alexander-valley/,93.0,Murphy-Goode 2000 Robert Young Vineyards Reserve Merlot (Alexander Valley),"This concentrated wine almost startles with the richness of its black cherry, currant, olive, chocolate and spicebox flavors. They flood the mouth, but are well balanced by smooth, polished tannins that have been burnished to a sheen, good acidity and a lush overlay of oak. As extracted as it is, it's balanced and harmonious.",,45.0,Robert Young Vineyards Reserve,Merlot,"Alexander Valley, Sonoma, California, US",Murphy-Goode,14.5%,750ML,Red,,8/1/2004,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/mccrea-2000-cuvee-orleans-shiraz-syrah-syrah-columbia-valley-yakima/,91.0,McCrea 2000 Cuvée Orleans Syrah (Yakima Valley),"This is the fourth edition of this Côte-Rotie-inspired bottling, which combines fruit from both Ciel du Cheval and Boushey vineyards. In classic Rhône style, some Viognier (7%) is also included in the blend. This cuvée is the biggest and spiciest of all the McCrea Syrahs, and needs a bit more time to unwrap, hence the later release date.",Paul Gregutt,50.0,Cuvée Orleans,Syrah,"Yakima Valley, Columbia Valley, Washington, US",McCrea,,750ML,Red,,12/31/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/melrose-vineyards-2006-shiraz-syrah-syrah-southern-umpqua-valley/,86.0,Melrose 2006 Syrah (Umpqua Valley),"This estate-grown Syrah brings forward red fruits and a wash of chocolaty barrel, simple, round and appealing.",Paul Gregutt,20.0,,Syrah,"Umpqua Valley, Southern Oregon, Oregon, US",Melrose,,750 ml,Red,,4/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cerro-prieto-2006-reserve-merlot-central-coast-paso-robles/,83.0,Cerro Prieto 2006 Reserve Merlot (Paso Robles),"Sharp and jammy, like Lifesaver cherry and blackberry sour candy. Finishes sweet in fruity extract.",,39.0,Reserve,Merlot,"Paso Robles, Central Coast, California, US",Cerro Prieto,14.7%,750 ml,Red,,8/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/tolosa-2010-estate-vineyards-chardonnay-central-coast-edna-valley/,88.0,Tolosa 2010 Estate Tolosa Vineyards Chardonnay (Edna Valley),"How about a pizza with prosciutto, mushrooms and mozzarella cheese with this dry, tart Chardonnay? The keen acidity will cut through the richness, while the suggestion of sweet, toasted oak will play well with the meat's umami smokiness.",,26.0,Estate Tolosa Vineyards,Chardonnay,"Edna Valley, Central Coast, California, US",Tolosa,14.5%,750 ml,White,,6/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/michel-torino-2008-don-david-reserve-cabernet-sauvignon-calchaqui-valley/,85.0,Michel Torino 2008 Don David Reserve Cabernet Sauvignon (Calchaquí Valley),"Mocha and coffee are the lead aromas, but they are covering up herbal, almost green notes of bell pepper and tobacco. The palate has a pretty good feel along with flavors of herbs, green veggies and raspberry. Persistent and widespread green notes are the drawback; otherwise the wine has a lot going for it.",Michael Schachner,16.0,Don David Reserve,Cabernet Sauvignon,"Calchaquí Valley, Other, Argentina",Michel Torino,13.9%,750 ml,Red,"Frederick Wildman & Sons, Ltd",11/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/manos-negras-2011-malbec-mendoza/,81.0,Manos Negras 2011 Malbec (Mendoza),"This is hard coated with a creamy plastic note and a milk chocolate scent. Overall it smells heavily oaked and artificial. It feels resiny, with sticky tannins and thickness, tasting of hickory and carob.",Michael Schachner,15.0,,Malbec,"Mendoza, Mendoza Province, Argentina",Manos Negras,14%,750 ml,Red,Vino Del Sol,11/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/couloir-2013-chileno-valley-vineyard-pinot-noir-north-coast-marin-county/,91.0,Couloir 2013 Chileno Valley Vineyard Pinot Noir (Marin County),"Powerful, natural, uncomplicated grape aromas and flavors fuel this light-bodied but memorable wine. With each sip its depth, complexity and appeal improve. The density and intensity of the fruit flavors combine with very firm tannins and lively acidity to make it nervy and delicious. Best now through 2019.",Jim Gordon,44.0,Chileno Valley Vineyard,Pinot Noir,"Marin County, North Coast, California, US",Couloir,12.9%,750 ml,Red,,12/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/pala-2005-sarai-red-isola-nuraghi/,90.0,Pala 2005 S'arai Red (Isola dei Nuraghi),"Named after the Sardinian word for “plow,” S'arai is a blend of Cannonau, Carignano and Bovale (vinified separately and aged in oak) that offers a full palate of exotic spice and mature fruit. It boasts excellent concentration and soft, drying tannins.",,,S'arai,"Red Blends, Red Blends","Isola dei Nuraghi, Sicily & Sardinia, Italy",Pala,14.5%,750 ml,Red,Banville Wine Merchants,9/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/pierre-sparr-2000-dynastie-brut-sparkling-cremant-dalsace/,90.0,Pierre Sparr 2000 Dynastie Brut Sparkling (Crémant d'Alsace),"This is a fine, mature wine, showing delicious toasty characters, mature fruit and a long, fine line of bubbles. Full-bodied but crisp, it has complex flavors of pears and almonds, plus some minerality. Good as an apéritif wine, but even better with food. Imported by W.J. Deutsch & Sons.",Roger Voss,20.0,Dynastie Brut,"Sparkling Blend, Sparkling","Crémant d'Alsace, Alsace, France",Pierre Sparr,,750ML,Sparkling,Siltstone Wines,6/1/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/wieninger-2013-riesling-vienna/,88.0,Wieninger 2013 Riesling (Vienna),"Very straightforward, it's a dry and zesty Riesling for every day. While the nose gives little, the palate holds freshness and ample texture.",Anne Krebiehl MW,23.0,,Riesling,"Vienna, Austria",Wieninger,13.5%,750 ml,White,Craft + Estate–The Winebow Group,8/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chateau-aney-darnaussan-2005-red-haut-medoc/,83.0,Château Aney d'Arnaussan 2005  Haut-Médoc,"Lean wine, dominated by green tannins and bell pepper tastes. There are some attractive flashes of wood over the tart black currant fruit flavors.",Roger Voss,,,Bordeaux-style Red Blend,"Haut-Médoc, Bordeaux, France",Château Aney d'Arnaussan,13%,750 ml,Red,Maurici Imports,6/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/rocinante-2004-palindrome-vineyard-shiraz-syrah-syrah-sonoma-dry-creek-valley/,88.0,Rocinante 2004 Palindrome Vineyard Syrah (Dry Creek Valley),"From a winery new to me comes this aspirational Syrah. It's new oaky, with robust but refined tannins and very ripe flavors of cherries, blackberries and plums. There's an edge of raisins that testifies to the extreme heat of the vintage. The wine straddles an interesting line between rustic and classic, and is one to watch.",,35.0,Palindrome Vineyard,Syrah,"Dry Creek Valley, Sonoma, California, US",Rocinante,14.9%,750 ml,Red,,12/31/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/royal-tokaji-1995-aszu-essencia-white-blend-tokaji-tokaji/,92.0,Royal Tokaji 1995 Aszú Essencia  (Tokaji),"The sweetest Aszú wine, with 217 grams per liter of sugar (only pure Essencia is sweeter). Honeyed nuts, brown sugar, orange blossom and chocolate aromas waft from the glass. Full and viscous in the mouth, this balanced wine, with a modest 8.5% alcohol, has beautiful flavors of toffee, caramel and orange tea. Finishes long and complex. Imported by Wilson Daniels Ltd.",,167.0,Aszú Essencia,"Tokaji, White Blend","Tokaji, Hungary",Royal Tokaji,8.5%,500ML,Dessert,Wilson Daniels Ltd,6/1/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/j-f-lurton-2005-terra-sana-white-vin-pays-charentais/,88.0,J. & F. Lurton 2005 Terra Sana White (Vin de Pays Charentais),"The healthy earth in the wine's name refers to the organic viticulture which was used to grow the grapes in the Charentes region (better known for Cognac). The wine has some good pure, intense fruit flavors, with green apples and fresh, crisp acidity as well as some spice to broaden out the flavor spectrum. Lovely clean finish.",Roger Voss,10.0,Terra Sana,White Blend,"Vin de Pays Charentais, France Other, France",J. & F. Lurton,,750 ml,White,"Ex-Cellars Wine Agencies, Inc",12/31/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/boeger-2012-barbera-sierra-foothills-el-dorado/,88.0,Boeger 2012 Barbera (El Dorado),"Earthy, smooth and seductive, this offering from one of the oldest wineries in the Sierra Foothills has aromas like wet earth, subtle spices and plums. Flavors suggest black-skinned plums and dusky spices, with a relaxed, velvety texture. The acidity is mild for this varietal, while the body is full and the finish lingers.",Jim Gordon,18.0,,Barbera,"El Dorado, Sierra Foothills, California, US",Boeger,15%,750 ml,Red,,10/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/fillaboa-2006-albarino-rias-baixas/,91.0,Fillaboa 2006 Albariño (Rías Baixas),"This is what Albariño is all about! The nose issues a salinic combo of salt water and sea shells along with green banana and melon, while the palate is jumpy, fresh, balanced and intriguing. The flavors of just-ripe bananas and Meyer lemon are true, while the mouthfeel is both smooth and refreshing. Get after this one as soon as you can.",Michael Schachner,17.0,,Albariño,"Rías Baixas, Galicia, Spain",Fillaboa,12.5%,750 ml,White,Folio Fine Wine Partners,11/1/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/dusted-valley-2009-tall-tales-shiraz-syrah-syrah-columbia-valley-walla-walla-wa/,89.0,Dusted Valley 2009 Tall Tales Syrah (Walla Walla Valley (WA)),"Some tasters will really love this Walla Walla Valley Syrah for its massive flavors of liquorous coffee and vanilla. A cookie dough baking spice flavor abounds, but at the moment, the fruit seems hidden. Perhaps it just needs more bottle age to balance itself out—time will tell.",Paul Gregutt,53.0,Tall Tales,Syrah,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Dusted Valley,15.3%,750 ml,Red,,9/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ospreys-dominion-2015-rose-north-fork-of-long-island/,90.0,Osprey's Dominion 2015 Rosé (North Fork of Long Island),"Luscious raspberry and red-cherry flavors are concentrated in this bright, fruity rosé. Made predominantly from Cabernet Sauvignon, it's marked by bristles of bramble and herb that lend complexity to the palate. The finish is brisk and refreshingly saline.",Anna Lee C. Iijima,15.0,,Rosé,"North Fork of Long Island, Long Island, New York, US",Osprey's Dominion,12%,750 ml,Rose,,9/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/talisman-2014-adastra-vineyard-pinot-noir-los-carneros-292342/,87.0,Talisman 2014 Adastra Vineyard Pinot Noir (Los Carneros),"Intensely full-bodied and ripe, this tastes of baked strawberry puree and cinnamon, with a considerable supporting cast of toasted oak and firm tannin.",Virginie Boone,56.0,Adastra Vineyard,Pinot Noir,"Los Carneros, Napa-Sonoma, California, US",Talisman,14.9%,750 ml,Red,,9/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/vina-sastre-2007-crianza-tempranillo-ribera-duero/,91.0,Viña Sastre 2007 Crianza  (Ribera del Duero),"Kicks off with a blend of herbs, wild flowers, lavender and toasty oak. It's a fresh, clean, semirich RDD with beautiful berry fruit, chocolate and a slight bit of char. An exciting wine with delicious core flavors and no toughness, hard tannins or heat. A bit dark and bitter on the finish, like a good espresso. Drink now–2014.",Michael Schachner,33.0,Crianza,Tempranillo,"Ribera del Duero, Northern Spain, Spain",Viña Sastre,,750 ml,Red,"De Maison Selections, Inc",10/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/zonin-2010-red-amarone-della-valpolicella/,90.0,Zonin 2010  Amarone della Valpolicella,"Full-bodied and fresh, this offfers attractive aromas of blue flower, crushed black plum, and baking spices with a whiff of graphite. The smooth palate delivers blackberry, bitter cherry, raisin, black pepper and clove alongside firm tannins. Drink 2015–2020.",Kerin O’Keefe,50.0,,"Red Blends, Red Blends","Amarone della Valpolicella, Veneto, Italy",Zonin,15%,750 ml,Red,Zonin USA,12/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/tamaya-2006-reserva-especial-cabernet-sauvignon-carmenere-syrah-red-limari-valley/,90.0,Tamaya 2006 Reserva Especial Cabernet Sauvignon-Carménère-Syrah Red (Limarí Valley),"Very nicely done, with coffee, leather, smoked meat and other inviting aromas. With stout but nongrating tannins, there's spine to this wine and also attractive flavors of cola, black cherry and berry. Masculine, tight, muscled and clean. Probably the best wine we've tried from Tamaya. Imported by Ecovalley Quality Wine Group and National Refrescos Import Company, LLC.",Michael Schachner,23.0,Reserva Especial Cabernet Sauvignon-Carménère-Syrah,"Red Blends, Red Blends","Limarí Valley, Chile",Tamaya,13.5%,750 ml,Red,"National Refrescos Import Company, LLC",9/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/stone-wolf-2012-barrel-select-cuvee-pinot-noir-willamette-valley/,89.0,Stone Wolf 2012 Barrel Select Cuvée Pinot Noir (Willamette Valley),"This is a toasty, tasty, forward and easy-drinking Pinot Noir. Flavors of black cherry soda, cola and light toast are front and center, and the finish comes on clean and refreshing.",Paul Gregutt,14.0,Barrel Select Cuvée,Pinot Noir,"Willamette Valley, Willamette Valley, Oregon, US",Stone Wolf,13%,750 ml,Red,,8/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/friday-monkey-2007-chardonnay-south-eastern/,83.0,Friday Monkey 2007 Chardonnay (South Eastern Australia),"Softly mouthfilling and lush, with a hint of sweetness to the simple fruit-cocktail flavors.",Joe Czerwinski,10.0,,Chardonnay,"South Eastern Australia, Australia Other, Australia",Friday Monkey,14%,750 ml,White,Friday Monkey,6/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chateau-dhaurets-2009-white-blanc/,83.0,Château d'Haurets 2009  Bordeaux Blanc,"Light and dilute, this is a pleasant wine, soft with hints of pineapple and a fresh aftertaste. Screw cap.",Roger Voss,12.0,,"Bordeaux-style White Blend, White Blend","Bordeaux Blanc, Bordeaux, France",Château d'Haurets,12.5%,750 ml,White,Serge Doré Selections,12/31/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/maryhill-2013-pinot-grigio-gris-gris-columbia-valley-wa/,87.0,Maryhill 2013 Pinot Gris (Columbia Valley (WA)),"Forward and lightly spicy, this is a good, all-purpose white wine, with bright flavors of apple and pear. It's not a big wine in any way, but perfectly quaffable and right for a wide variety of noodle dishes.",Paul Gregutt,12.0,,Pinot Gris,"Columbia Valley (WA), Columbia Valley, Washington, US",Maryhill,13.8%,750 ml,White,,11/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chateau-grande-cassagne-2007-cassanus-white-costieres-nimes/,86.0,Château Grande Cassagne 2007 Cassanus White (Costières de Nîmes),"The blend is 60% Roussanne, 40% Marsanne, apparently barrel-fermented and aged, as the toast, smoke and coffee elements dominate the nose and palate. There's enough fruit concentration to support the oak in a honeyed, mealy way that shows off the wine's breadth and texture. Drink now.",Joe Czerwinski,13.0,Cassanus,White Blend,"Costières de Nîmes, Rhône Valley, France",Château Grande Cassagne,13.5%,750 ml,White,Robert Kacher Selections,4/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/clos-malverne-2001-limited-release-bordeaux-style-red-blend-cabernet-sauvignon-merlot-stellenbosch/,90.0,Clos Malverne 2001 Limited Release Cabernet Sauvignon-Merlot (Stellenbosch),"If any proof were needed that South African wines are stylistically as close to Europe as they can be to California, it would be in this wine. With its tight structure, mineral fruit character and enclosed layer of cassis fruits, this is as Bordeaux as it gets outside southwest France.",Roger Voss,67.0,Limited Release,"Cabernet Sauvignon-Merlot, Bordeaux-style Red Blend","Stellenbosch, South Africa",Clos Malverne,,750ML,Red,57 Main Street Wine Co,11/1/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/glenora-2007-rose-pinot-noir-finger-lakes/,81.0,Glenora 2007 Rosé Pinot Noir (Finger Lakes),"Pleasant but light on the nose, with strawberry and cough syrup notes. A bit monotone in the mouth with slight sweetness and a short cherry-flavored finish.",,14.0,Rosé,Pinot Noir,"Finger Lakes, Finger Lakes, New York, US",Glenora,11.5%,750 ml,Rose,,12/31/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bortoli-2005-deen-vat-10-pinot-noir-south-eastern/,85.0,De Bortoli 2005 Deen Vat 10 Pinot Noir (South Eastern Australia),"With its supple, silky texture, this herb-inflected Pinot Noir is surprisingly easy to drink. Red cherry fruit carries hints of vanilla, turning herbal and slightly drying on the finish.",Joe Czerwinski,15.0,Deen Vat 10,Pinot Noir,"South Eastern Australia, Australia Other, Australia",De Bortoli,13.5%,750 ml,Red,De Bortoli Wines USA Inc,2/1/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/frequency-2015-zotovich-syrah-sta-rita-hills/,92.0,Frequency 2015 Zotovich Syrah (Sta. Rita Hills),"There are somewhat primary aromas of Concord grape and grape seed on the nose of this very young wine, but they quickly evolve into crushed purple flowers and bacon fat. Pungent charred blackberry and black currant show on the sip, where the bright and lively acidity converges with stiff tannins that need some time to mellow out.",Matt Kettmann,38.0,Zotovich,Syrah,"Sta. Rita Hills, Central Coast, California, US",Frequency,15%,750 ml,Red,,11/1/2017,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/blackbird-vineyards-2013-illustration-red-napa-valley/,91.0,Blackbird Vineyards 2013 Illustration Red (Napa Valley),"This is the producer's proprietary Merlot-driven blend, the variety comprising 60% of the whole, with 30% Cabernet Franc and 10% Cabernet Sauvignon. Like its other blends, it spent 21 months in French oak, 75% of it new. Sanguine in currant and plum, its thick structure holds richer notes of chocolate and coconut. Drink now through 2023.",Virginie Boone,135.0,Illustration,Bordeaux-style Red Blend,"Napa Valley, Napa, California, US",Blackbird Vineyards,14.5%,750 ml,Red,,10/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/rex-hill-2015-seven-soils-chardonnay-willamette-valley/,92.0,Rex Hill 2015 Seven Soils Chardonnay (Willamette Valley),"Lush aromatics push a bouquet of toasted hazelnuts, citrus peel, apples and white peaches up from the glass. Flavors follow in a clean, spicy wine with a fresh and lively mouthfeel. One-third of the fruit was sourced from the estate's premier Jacob-Hart vineyard, and the wine spent 11 months in 20% new French oak.",Paul Gregutt,33.0,Seven Soils,Chardonnay,"Willamette Valley, Willamette Valley, Oregon, US",Rex Hill,13.9%,750 ml,White,,12/1/2017,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cartuxa-2005-pera-manca-white-alentejo/,93.0,Cartuxa 2005 Pêra-Manca White (Alentejo),"The white and red Pêra-Manca are cult wines in Portugal, only released in the best years. The white has partial barrel fermentation, giving great richness and depth of flavor, as well as smooth toastiness. With its high proportion of Antâo Vaz, it is very white Burgundy in its richness and sense of mineral terroir. Delicious acidity rounds the wine out.",Roger Voss,,Pêra-Manca,Portuguese White,"Alentejo, Portugal",Cartuxa,13%,750 ml,White,Tri-Vin Imports,12/31/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/errazuriz-2010-single-vineyard-cabernet-sauvignon-aconcagua-valley/,87.0,Errazuriz 2010 Single Vineyard Cabernet Sauvignon (Aconcagua Valley),"Chunky black-fruit aromas come with strong notes of coconut, chocolate and cedar. Feels fresh, zesty and voluminous, with sweet oak, coconut, mocha and herbal flavors to go with standard berry and cassis. Long and mildly herbal tasting on the finish.",Michael Schachner,21.0,Single Vineyard,Cabernet Sauvignon,"Aconcagua Valley, Chile",Errazuriz,14%,750 ml,Red,Vintus LLC,6/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/pol-roger-1995-cuvee-sir-winston-churchill-brut-sparkling-champagne/,90.0,Pol Roger 1995 Cuvée Sir Winston Churchill Brut  (Champagne),"True to the house style, this is a rich, savory Champagne, with notes of ginger, soy sauce and meat gravy mingling with earth, toast and citrus. Smooth and creamy in the mouth, with an orangey finish.",Joe Czerwinski,194.0,Cuvée Sir Winston Churchill Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Pol Roger,12%,750 ml,Sparkling,"Frederick Wildman & Sons, Ltd",12/31/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/domaine-ostertag-2013-fronholz-pinot-grigio-gris-gris-alsace/,92.0,Domaine Ostertag 2013 Fronholz Pinot Gris (Alsace),"Fully ripe, juicy pears glow from the core of this balanced, rounded wine, with an edge of marzipan, bitter almond and a wonderfully textured center. The palate is rich but dry and stays on the side of restraint, despite the fullness.",Anne Krebiehl MW,57.0,Fronholz,Pinot Gris,"Alsace, Alsace, France",Domaine Ostertag,13.5%,750 ml,White,Kermit Lynch Wine Merchant,12/31/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/shafer-2004-hillside-select-cabernet-sauvignon-napa-stags-leap-district/,100.0,Shafer 2004 Hillside Select Cabernet Sauvignon (Stags Leap District),"A perfect score has to be considered in the context of its region. Shafer's 2004 Hillside Select is tremendous as a Napa Valley Cabernet Sauvignon that competes with its peers at the highest levels. It's always a fabulous wine, but in warm 2004, Shafer's amphitheater vineyard sheltered the grapes, ripening them to perfection yet protecting the “iron fist in a velvet glove” structure that André Tchelistcheff defined as Stags Leap. This 100% Cabernet is tremendous in cassis, black currant and mocha flavors, and the 100% new French oak provides perfect additions of smoke and caramel. It's soft and gorgeous enough to drink now, and should age well in a cool cellar for the next 20 years.",,215.0,Hillside Select,Cabernet Sauvignon,"Stags Leap District, Napa, California, US",Shafer,14.9%,750 ml,Red,,3/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chanson-pere-fils-2003-caradeux-premier-cru-chardonnay-pernand-vergelesses/,88.0,Chanson Père et Fils 2003 Les Caradeux Premier Cru  (Pernand-Vergelesses),"Lightly toasted new wood dominates the nose of this rich, complex wine. It tastes toasty, too, but also has plenty of rich, soft fruit flavors. The tannins are there, though, to add a dimension. What is missing it is the acidity. Imported by Paterno Wines International.",Roger Voss,34.0,Les Caradeux Premier Cru,Chardonnay,"Pernand-Vergelesses, Burgundy, France",Chanson Père et Fils,,750ML,White,Terlato Wines International,9/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/roessler-2008-griffins-lair-pinot-noir-sonoma-coast/,89.0,Roessler 2008 Griffin's Lair Pinot Noir (Sonoma Coast),"Comes from a little-understood part of the sprawling Sonoma Coast, a place near San Pablo Bay yet to prove itself. There are ripe, rich, young vine flavors of cherry pie and cola, with a very sharp bite of tartness. Think of opulence versus acidity. Hard to tell which side wins. Drink now, for fresh, jammy fruitiness.",,46.0,Griffin's Lair,Pinot Noir,"Sonoma Coast, Sonoma, California, US",Roessler,14.4%,750 ml,Red,,9/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chateau-thivin-2008-gamay-brouilly/,89.0,Château Thivin 2008  Brouilly,"Structured, with firm tannins, a far remove from the image of Brouilly as the softest of the Beaujolais crus. There is spice, fresh juiciness with berry flavors rolling around the wine. But the structure comes through strongly, the finish with fresh acidity.",Roger Voss,,,Gamay,"Brouilly, Beaujolais, France",Château Thivin,,750 ml,Red,Kermit Lynch Wine Merchant,11/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/soos-creek-2010-champoux-vineyard-red-columbia-valley-horse-heaven-hills/,92.0,Soos Creek 2010 Champoux Vineyard Red (Horse Heaven Hills),"84% Cabernet Sauvignon, 10% Merlot and 6% Cabernet Franc, it brings a complex medley of herbs, flowers, earth, cherry and red currant. The wine is focused, rich, flavorful and fruit filled, with tightly coiled tannins that will benefit from some time in the cellar. Best after 2017.",Sean P. Sullivan,40.0,Champoux Vineyard,"Red Blends, Red Blends","Horse Heaven Hills, Columbia Valley, Washington, US",Soos Creek,14.1%,750 ml,Red,,5/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/hop-kiln-2010-north-bridge-chardonnay-sonoma-russian-river-valley/,83.0,Hop Kiln 2010 North Bridge Chardonnay (Russian River Valley),"Dominated by oak and put through malolactic fermentation, this Chardonnay has buttered toast, buttered popcorn, butterscotch and caramel flavors that swamp the underlying pineapples and green apples.",,30.0,North Bridge,Chardonnay,"Russian River Valley, Sonoma, California, US",Hop Kiln,13.8%,750 ml,White,,12/31/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cottonwood-canyon-2000-blanc-blanc-sparkling-central-coast-santa-maria-valley/,90.0,Cottonwood Canyon 2000 Blanc de Blanc Sparkling (Santa Maria Valley),"Expensive, yes, but aims high and largely succeeds in finesse and elegance. Drinks long, smooth and rich, with layers of citrus, vanilla, lees, toasted coconut and smoky wood that finish complex. This is the first sparkling wine from this winery I've tasted, and it's a quite impressive.",,48.0,Blanc de Blanc,"Sparkling Blend, Sparkling","Santa Maria Valley, Central Coast, California, US",Cottonwood Canyon,12.5%,750ML,Sparkling,,12/31/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/andrew-will-2009-champoux-vineyard-red-columbia-valley-horse-heaven-hills/,93.0,Andrew Will 2009 Champoux Vineyard Red (Horse Heaven Hills),"This is a fascinating wine, offering a pleasing mélange of fruits—loads of berries and cherries to be sure, but also intriguing suggestions of oranges and peaches. Detailed and nicely toasty on the finish, this excellent effort will reward further bottle age.",Paul Gregutt,62.0,Champoux Vineyard,Bordeaux-style Red Blend,"Horse Heaven Hills, Columbia Valley, Washington, US",Andrew Will,14.5%,750 ml,Red,,7/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/merryvale-2007-chardonnay-napa-sonoma-carneros/,92.0,Merryvale 2007 Chardonnay (Carneros),"A good, rich, oaky Chardonnay, with intense fruit concentration and elaborate winemaking technique. Shows powerful pineapple, papaya, nectarine and sweet vanilla flavors, with a grounding minerality and adequate acidity for balance. Production was 2,215 cases.",,35.0,,Chardonnay,"Carneros, Napa-Sonoma, California, US",Merryvale,14.5%,750 ml,White,,12/31/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/beauregard-2005-primitivo-clone-zinfandel-mendocino-lake-counties-lake-county/,85.0,Beauregard 2005 Primitivo Clone Zinfandel (Lake County),"This is a Zin to drink with BBQ ribs and not get all bent out of shape that it's a little hot and rustic. It's a solidly country wine, dry and earthy-fruity, with good tannins and acids to cut through greasy fats.",,18.0,Primitivo Clone,Zinfandel,"Lake County, Lake County, California, US",Beauregard,15.8%,750 ml,Red,,7/1/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ribafreixo-2012-gaudio-albarino-alvarinho-alentejano/,90.0,Ribafreixo 2012 Gáudio Alvarinho (Alentejano),"Alvarinho, the northern Portuguese grape, doesn't always translate well further south. This wine shows it's possible. It has the crispness of the cool climate while bringing out a rounder, full character that suggests sun. Well balanced and worth aging a year.",Roger Voss,16.0,Gáudio,"Alvarinho, Albariño","Alentejano, Portugal",Ribafreixo,13%,750 ml,White,Sarmento's Imports,10/1/2013,Not rated yet [Add Your Review]
